cust_id,cltv_profit,age,income_annual_inr,credit_score,pd_12m,lgd_pct,ead_factor,avg_bal_12m_td,avg_bal_12m_savings,avg_bal_12m_current_ac,num_products,num_distinct_products,own_cnt_prod_P001,own_cnt_prod_P002,own_cnt_prod_P003,own_cnt_prod_P004,own_cnt_prod_P005,own_cnt_family_CREDIT_CARD,own_cnt_family_DEPOSIT_CURRENT,own_cnt_family_DEPOSIT_SAVINGS,own_cnt_family_OVERDRAFT,own_cnt_family_TERM_LOAN,has_any_product,has_loan_product,cbs_num_accounts,cbs_total_sanct_lim,cbs_total_clr_bal_amt,cbs_loan_acct_cnt,cbs_any_overdue,cbs_any_npa,cbs_max_dpd_days,cbs_txn_cnt_30d,cbs_txn_sum_30d,cbs_txn_avg_30d,cbs_txn_cnt_90d,cbs_txn_sum_90d,cbs_txn_avg_90d,cbs_txn_cnt_365d,cbs_txn_sum_365d,cbs_txn_avg_365d,cbs_txn_recency_days,cbs_emi_txn_cnt_365d,num_leads,num_distinct_lead_products,lead_recency_days,lead_cnt_prod_P001,lead_cnt_prod_P002,lead_cnt_prod_P003,lead_cnt_prod_P004,lead_cnt_prod_P005,total_balance_all_banks,anchor_balance,competitor_balance,aa_num_accounts,aa_num_anchor_accounts,aa_num_comp_accounts,aa_txn_count_total,aa_txn_count_90d,aa_avg_txn_amount,aa_digital_usage_ratio,aa_avg_monthly_inflows,aa_avg_monthly_outflows
C00012,2201,27,110879.75,558,0.1,0.6,0.9,467.07,85.54,0.0,2,2,0,0,1,0,1,0,0,1,0,1,1,1,2,500000.0,2236.54,1,0,0,0.0,,,,,,,54.0,88571.375,1640.210648148148,133,11.0,1.0,1.0,1881.0,0.0,0.0,1.0,0.0,0.0,17262.14,2236.54,15025.6,7.0,2.0,5.0,258.0,21.0,1297.781046511628,0.748062015503876,7130.673333333333,20771.619166666667
C00013,1514,69,166613.95,503,0.1,0.6,0.9,1585.44,254.0,0.0,3,3,0,1,0,1,1,1,0,1,1,0,1,0,3,350000.0,16897.82,2,1,0,3.0,,,,,,,102.0,155590.198,1525.3940980392158,132,18.0,1.0,1.0,1147.0,0.0,0.0,0.0,1.0,0.0,17239.420000000002,16897.82,341.6,4.0,3.0,1.0,220.0,44.0,1452.0326363636364,0.8181818181818182,2353.4216666666666,24267.176666666663
C00015,493,74,167984.39,543,0.1,0.6,0.9,0.0,165.12,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,165.12,0,0,0,0.0,,,,,,,31.0,118956.12876089929,3837.2944761580416,179,10.0,1.0,1.0,1093.0,0.0,0.0,1.0,0.0,0.0,165.12,165.12,0.0,1.0,1.0,0.0,,,,,,
C00016,535,44,180104.01,569,0.1,0.6,0.9,0.0,51.75,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,51.75,0,0,0,0.0,,,,,,,42.0,34706.5795,826.3471309523809,132,11.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,51.75,51.75,0.0,1.0,1.0,0.0,64.0,15.0,808.5728125,0.75,0.0,4312.388333333333
C00017,760,65,413328.52,769,0.01,0.4,0.7,0.0,114.72,0.0,2,2,0,0,1,0,1,0,0,1,0,1,1,1,2,100000.0,2313.5299999999997,1,0,0,0.0,,,,,,,57.0,107739.663,1890.1695263157897,132,5.0,1.0,1.0,1438.0,1.0,0.0,0.0,0.0,0.0,2339.7299999999996,2313.5299999999997,26.2,3.0,2.0,1.0,107.0,22.0,1911.1157009345795,0.8411214953271028,2661.67,14379.111666666666
C00018,1903,36,127111.7,635,0.04,0.5,0.8,0.0,145.51,0.0,2,2,0,0,1,0,1,0,0,1,0,1,1,1,2,200000.0,3540.0,1,0,0,0.0,,,,,,,49.0,132687.3235,2707.90456122449,137,14.0,1.0,1.0,779.0,0.0,0.0,1.0,0.0,0.0,3818.99,3540.0,278.99,3.0,2.0,1.0,138.0,15.0,2006.705144927536,0.7318840579710145,3338.8366666666666,19738.2725
C00019,5457,21,634527.67,751,0.01,0.4,0.7,0.0,231.66,0.0,3,3,0,0,1,1,1,0,0,1,1,1,1,1,3,1200000.0,20718.16,2,0,0,0.0,,,,,,,71.0,144887.6405,2040.6709929577464,134,6.0,1.0,1.0,58.0,0.0,0.0,1.0,0.0,0.0,20718.16,20718.16,0.0,3.0,3.0,0.0,117.0,27.0,1974.669316239316,0.8376068376068376,0.0,19253.025833333333
C00020,7807,42,100838.15,576,0.1,0.6,0.9,0.0,0.0,514.31,3,3,1,0,1,1,0,0,1,0,1,1,1,1,3,300000.0,18392.46,2,0,0,0.0,,,,,,,86.0,268406.0275,3121.0003197674423,132,20.0,1.0,1.0,757.0,0.0,0.0,0.0,1.0,0.0,18392.46,18392.46,0.0,3.0,3.0,0.0,141.0,31.0,3269.2929078014186,0.7730496453900709,0.0,38414.191666666666
C00021,3346,68,169534.76,654,0.04,0.5,0.8,83.19,347.17,0.0,2,2,0,0,1,0,1,0,0,1,0,1,1,1,2,1000000.0,3632.69,1,0,0,0.0,,,,,,,61.0,128595.3395,2108.1203196721312,133,7.0,1.0,1.0,173.0,0.0,0.0,1.0,0.0,0.0,3814.17,3632.69,181.48,3.0,2.0,1.0,133.0,21.0,1672.3872180451128,0.8421052631578947,1366.6883333333335,17168.936666666665
C00022,123,75,142317.9,709,0.01,0.4,0.7,865.64,133.45,272.86,3,3,1,0,0,1,1,0,1,1,1,0,1,0,3,200000.0,13195.7,1,0,0,0.0,,,,,,,134.0,286517.40619530116,2138.1895984723965,114,29.0,1.0,1.0,1144.0,0.0,0.0,1.0,0.0,0.0,70069.14,13195.7,56873.44,6.0,3.0,3.0,126.0,0.0,1571.4338888888888,0.6904761904761905,10324.289166666667,6175.766666666666
C00023,9,21,276619.59,643,0.04,0.5,0.8,0.0,35.63,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,35.63,0,0,0,0.0,,,,,,,37.0,36107.944,975.8903783783784,145,10.0,1.0,1.0,1661.0,0.0,0.0,0.0,0.0,1.0,54480.630000000005,35.63,54445.0,7.0,1.0,6.0,344.0,9.0,1179.1705813953488,0.7093023255813954,13448.703333333331,20354.186666666665
C00024,3962,33,120747.27,669,0.04,0.5,0.8,281.97,65.75,0.0,2,2,0,1,0,0,1,1,0,1,0,0,1,0,2,100000.0,2493.0,1,0,0,0.0,,,,,,,90.0,161487.147,1794.3016333333333,134,22.0,1.0,1.0,457.0,0.0,0.0,1.0,0.0,0.0,13055.87,2493.0,10562.87,6.0,2.0,4.0,274.0,39.0,1378.5004379562045,0.708029197080292,7789.921666666666,23685.838333333333
C00025,5972,34,134409.74,445,0.1,0.6,0.9,1240.27,74.17,90.47,3,3,1,0,0,1,1,0,1,1,1,0,1,0,3,1000000.0,15585.09,1,0,0,0.0,,,,,,,137.0,290201.467,2118.258883211679,133,22.0,1.0,1.0,1973.0,0.0,0.0,1.0,0.0,0.0,39682.98,15585.09,24097.89,9.0,3.0,6.0,416.0,61.0,1610.333918269231,0.71875,6626.128333333333,49198.78083333333
C00026,2107,60,95061.71,773,0.01,0.4,0.7,0.0,59.65,0.0,3,3,0,0,1,1,1,0,0,1,1,1,1,1,3,1050000.0,10549.81,2,1,0,76.0,,,,,,,105.0,290179.405,2763.6133809523812,132,30.0,1.0,1.0,1388.0,0.0,0.0,1.0,0.0,0.0,10933.41,10549.81,383.6,6.0,3.0,3.0,247.0,39.0,2227.3797570850206,0.6761133603238867,7628.336666666666,38218.56333333333
C00027,646,69,128158.49,616,0.04,0.5,0.8,0.0,62.55,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,62.55,0,0,0,0.0,,,,,,,41.0,36818.877,898.0213902439025,134,10.0,1.0,1.0,181.0,0.0,0.0,0.0,0.0,1.0,470.0700000000001,62.55,407.52,4.0,1.0,3.0,195.0,16.0,1196.697128205128,0.6923076923076923,10526.9225,8919.405833333332
C00028,5346,59,137271.94,682,0.04,0.5,0.8,0.0,0.0,643.07,3,3,1,0,1,1,0,0,1,0,1,1,1,1,3,1000000.0,11288.759999999998,2,0,0,0.0,,,,,,,86.0,257871.628,2998.5073023255813,133,15.0,1.0,1.0,1582.0,0.0,0.0,1.0,0.0,0.0,22929.22,11288.759999999998,11640.46,6.0,3.0,3.0,279.0,37.0,2022.9574551971327,0.7275985663082437,8190.078333333334,38843.6825
C00029,6,38,754275.14,692,0.04,0.5,0.8,0.0,34.75,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,34.75,0,0,0,0.0,,,,,,,39.0,28308.8505,725.8679615384616,132,6.0,1.0,1.0,1470.0,0.0,0.0,0.0,1.0,0.0,28619.31,34.75,28584.56,4.0,1.0,3.0,212.0,14.0,1215.8393396226415,0.7264150943396226,11837.503333333334,9642.325
C00030,1231,22,114369.01,599,0.1,0.6,0.9,0.0,116.28,0.0,2,2,0,0,0,1,1,0,0,1,1,0,1,0,2,100000.0,8254.43,1,0,0,0.0,,,,,,,87.0,130245.991,1497.0803563218392,142,23.0,1.0,1.0,67.0,0.0,0.0,0.0,1.0,0.0,8944.519999999999,8254.43,690.0899999999999,6.0,2.0,4.0,291.0,34.0,1407.1492783505155,0.6804123711340206,8560.5675,25562.8025
C00031,799,66,485997.23,824,0.01,0.4,0.7,0.0,0.0,537.08,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0.0,537.08,0,0,0,0.0,,,,,,,43.0,155409.565,3614.175930232558,134,8.0,1.0,1.0,625.0,1.0,0.0,0.0,0.0,0.0,537.08,537.08,0.0,1.0,1.0,0.0,64.0,19.0,3522.6103125,0.765625,0.0,18787.255
C00032,218,53,1000000.0,777,0.01,0.4,0.7,281.54,108.18,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,108.18,0,0,0,0.0,,,,,,,23.0,17130.708000000002,744.8133913043479,140,6.0,1.0,1.0,761.0,0.0,0.0,0.0,0.0,1.0,33745.92,108.18,33637.74,3.0,1.0,2.0,116.0,6.0,1351.883017241379,0.6896551724137931,4006.4516666666664,9061.750833333334
C00033,1389,43,475336.91,699,0.04,0.5,0.8,490.31,0.0,777.84,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0.0,777.84,0,0,0,0.0,,,,,,,49.0,176668.459,3605.478755102041,135,3.0,1.0,1.0,948.0,0.0,0.0,0.0,1.0,0.0,777.84,777.84,0.0,1.0,1.0,0.0,67.0,21.0,3573.846119402985,0.9104477611940298,0.0,19953.974166666667
C00034,1303,55,160750.75,610,0.04,0.5,0.8,208.6,87.81,0.0,2,2,0,0,0,1,1,0,0,1,1,0,1,0,2,200000.0,1649.86,1,0,0,0.0,,,,,,,58.0,94608.822,1631.186586206897,136,12.0,1.0,1.0,1225.0,0.0,0.0,1.0,0.0,0.0,44191.48,1649.86,42541.62,8.0,2.0,6.0,361.0,23.0,1398.3704432132963,0.7423822714681441,13951.538333333332,28116.105833333335
C00035,2260,51,1927108.69,784,0.01,0.4,0.7,0.0,455.02,0.0,2,2,0,0,0,1,1,0,0,1,1,0,1,0,2,300000.0,17847.43,1,0,0,0.0,,,,,,,67.0,104219.1785,1555.5101268656715,134,14.0,1.0,1.0,1233.0,0.0,0.0,0.0,0.0,1.0,35934.36,17847.43,18086.93,6.0,2.0,4.0,235.0,28.0,1645.9983829787234,0.7404255319148936,10980.090833333334,21254.044166666667
C00036,5898,39,200000.0,633,0.04,0.5,0.8,302.1,44.56,779.0,3,3,1,1,0,0,1,1,1,1,0,0,1,0,3,200000.0,2042.71,1,0,0,0.0,,,,,,,154.0,346959.87450000003,2252.986198051948,135,27.0,1.0,1.0,41.0,1.0,0.0,0.0,0.0,0.0,21364.85,2042.71,19322.14,6.0,3.0,3.0,350.0,59.0,2173.3748857142855,0.7742857142857142,7729.825833333333,55660.275
C00037,1653,25,407920.51,659,0.04,0.5,0.8,0.0,0.0,131.56,2,2,1,1,0,0,0,1,1,0,0,0,1,0,2,200000.0,6195.320000000001,1,0,0,0.0,,,,,,,103.0,269868.47250000003,2620.0822572815537,134,21.0,1.0,1.0,885.0,0.0,0.0,0.0,1.0,0.0,6689.250000000001,6195.320000000001,493.93,5.0,2.0,3.0,251.0,47.0,1783.146015936255,0.7370517928286853,1778.0408333333337,35519.43
C00038,803,69,507506.11,861,0.01,0.4,0.7,1579.58,367.33,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,367.33,0,0,0,0.0,,,,,,,35.0,35718.6575,1020.5330714285716,133,7.0,1.0,1.0,624.0,0.0,0.0,0.0,1.0,0.0,2388.5699999999997,367.33,2021.24,5.0,1.0,4.0,244.0,18.0,1441.953606557377,0.7008196721311475,14948.790833333333,14370.9325
C00039,2843,25,365282.91,709,0.01,0.4,0.7,0.0,96.27,0.0,2,2,0,0,1,0,1,0,0,1,0,1,1,1,2,50000.0,2158.23,1,1,0,33.0,,,,,,,68.0,125748.0335,1849.235786764706,136,21.0,1.0,1.0,710.0,0.0,0.0,0.0,1.0,0.0,2158.23,2158.23,0.0,2.0,2.0,0.0,97.0,22.0,2027.632268041237,0.6701030927835051,0.0,16390.0275
C00040,98,69,373514.96,739,0.01,0.4,0.7,1063.41,289.47,0.0,2,2,0,1,0,0,1,1,0,1,0,0,1,0,2,300000.0,11343.5,1,0,0,0.0,,,,,,,76.0,80429.71990328487,1058.2857882011167,129,15.0,1.0,1.0,441.0,0.0,1.0,0.0,0.0,0.0,15238.59,11343.5,3895.09,6.0,2.0,4.0,145.0,0.0,1222.9624137931037,0.696551724137931,5511.2725,9266.19
C00041,103,20,156616.49,706,0.01,0.4,0.7,451.99,325.87,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,325.87,0,0,0,0.0,,,,,,,47.0,38377.8405,816.5497978723404,133,10.0,1.0,1.0,710.0,0.0,0.0,0.0,0.0,1.0,36565.20999999999,325.87,36239.34,7.0,1.0,6.0,256.0,21.0,1187.1316015625,0.73046875,7931.121666666667,17394.3525
C00042,2337,21,200000.0,558,0.1,0.6,0.9,0.0,89.14,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,89.14,0,0,0,0.0,,,,,,,45.0,39014.315,866.9847777777778,132,12.0,1.0,1.0,781.0,0.0,0.0,1.0,0.0,0.0,247.41000000000005,89.14,158.27,2.0,1.0,1.0,115.0,22.0,968.8615652173912,0.7478260869565218,3674.5316666666663,5610.391666666666
C00043,2872,37,139845.81,660,0.04,0.5,0.8,0.0,273.19,0.0,2,2,0,1,0,0,1,1,0,1,0,0,1,0,2,300000.0,9250.06,1,0,0,0.0,,,,,,,83.0,120086.505,1446.8253614457833,132,22.0,1.0,1.0,1381.0,0.0,0.0,0.0,1.0,0.0,13521.9,9250.06,4271.84,6.0,2.0,4.0,315.0,35.0,1277.2853015873015,0.7523809523809524,8756.07,24772.66916666667
C00044,1104,26,131618.97,658,0.04,0.5,0.8,0.0,131.01,0.0,2,2,0,0,0,1,1,0,0,1,1,0,1,0,2,200000.0,8743.33,1,0,0,0.0,,,,,,,79.0,109922.399,1391.4227721518987,134,14.0,1.0,1.0,1393.0,0.0,0.0,1.0,0.0,0.0,8743.33,8743.33,0.0,2.0,2.0,0.0,127.0,33.0,1253.2708661417323,0.8110236220472441,0.0,13263.783333333333
C00045,1769,53,200000.0,646,0.04,0.5,0.8,0.0,0.0,83.49,2,2,1,0,1,0,0,0,1,0,0,1,1,1,2,300000.0,2755.33,1,0,0,0.0,,,,,,,64.0,206279.37,3223.11515625,133,16.0,1.0,1.0,81.0,0.0,0.0,0.0,1.0,0.0,20418.57,2755.33,17663.24,7.0,2.0,5.0,259.0,31.0,2094.205135135135,0.7065637065637066,9973.59,35226.3375
C00046,2491,38,731333.59,716,0.01,0.4,0.7,0.0,0.0,404.03,2,2,1,1,0,0,0,1,1,0,0,0,1,0,2,200000.0,9510.68,1,0,0,0.0,,,,,,,101.0,294359.4425,2914.449925742574,132,16.0,1.0,1.0,1213.0,0.0,0.0,0.0,0.0,1.0,11998.34,9510.68,2487.66,5.0,2.0,3.0,283.0,40.0,1966.088162544169,0.7385159010600707,5497.095833333333,40869.816666666666
C00047,2528,63,118915.32,815,0.01,0.4,0.7,325.61,65.58,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,65.58,0,0,0,0.0,,,,,,,38.0,30800.51,810.5397368421053,142,9.0,1.0,1.0,2052.0,0.0,0.0,0.0,1.0,0.0,65.58,65.58,0.0,1.0,1.0,0.0,60.0,14.0,762.3995,0.7666666666666667,0.0,3811.9975
C00048,4576,36,125860.41,610,0.04,0.5,0.8,0.0,84.58,0.0,2,2,0,0,1,0,1,0,0,1,0,1,1,1,2,200000.0,673.89,1,0,0,0.0,,,,,,,51.0,123922.7695,2429.858225490196,136,8.0,1.0,1.0,1649.0,0.0,0.0,0.0,0.0,1.0,3026.51,673.89,2352.62,8.0,2.0,6.0,314.0,24.0,1593.312356687898,0.7388535031847133,11952.621666666666,29739.051666666663
C00049,20,26,90416.66,791,0.01,0.4,0.7,0.0,71.51,0.0,3,3,0,1,0,1,1,1,0,1,1,0,1,0,3,100000.0,27038.42,2,0,0,0.0,,,,1.0,3634.853174116141,3634.853174116141,96.0,175787.0247032813,1831.11484065918,80,19.0,1.0,1.0,1471.0,0.0,0.0,1.0,0.0,0.0,27038.42,27038.42,0.0,3.0,3.0,0.0,,,,,,
C00050,4205,32,414322.74,842,0.01,0.4,0.7,0.0,174.09,0.0,2,2,0,0,0,1,1,0,0,1,1,0,1,0,2,1000000.0,5738.6,1,0,0,0.0,,,,,,,74.0,108490.3225,1466.0854391891894,132,13.0,1.0,1.0,76.0,0.0,0.0,0.0,1.0,0.0,5738.6,5738.6,0.0,2.0,2.0,0.0,124.0,27.0,1389.8675806451613,0.8467741935483871,0.0,14361.964999999998
C00051,11,18,111197.32,560,0.1,0.6,0.9,0.0,67.02,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,67.02,0,0,0,0.0,,,,,,,30.0,26941.4045,898.0468166666667,133,7.0,1.0,1.0,218.0,0.0,0.0,1.0,0.0,0.0,184.22,67.02,117.2,2.0,1.0,1.0,105.0,10.0,985.5760952380951,0.7619047619047619,1218.6708333333331,7405.12
C00052,357,69,151345.83,784,0.01,0.4,0.7,0.0,0.0,100.86,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0.0,100.86,0,0,0,0.0,,,,,,,42.0,156629.318,3729.269476190476,141,7.0,1.0,1.0,273.0,0.0,0.0,0.0,0.0,1.0,840.27,100.86,739.41,2.0,1.0,1.0,101.0,13.0,2972.03297029703,0.7920792079207921,2035.7908333333337,22978.820000000003
C00053,157,35,75364.49,627,0.04,0.5,0.8,159.04,64.36,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,64.36,0,0,0,0.0,,,,,,,39.0,33305.396,853.9845128205128,133,5.0,1.0,1.0,656.0,0.0,0.0,1.0,0.0,0.0,603.79,64.36,539.43,4.0,1.0,3.0,201.0,16.0,1234.802686567164,0.7512437810945274,9479.971666666666,11202.973333333332
C00054,1844,27,109495.41,705,0.01,0.4,0.7,0.0,81.29,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,81.29,0,0,0,0.0,,,,,,,44.0,36984.5415,840.5577613636364,132,11.0,1.0,1.0,1469.0,0.0,0.0,1.0,0.0,0.0,3987.6,81.29,3906.31,3.0,1.0,2.0,139.0,17.0,1139.8769064748203,0.7410071942446043,2167.5116666666668,11036.0625
C00055,149,60,148229.09,603,0.04,0.5,0.8,454.53,189.14,556.73,2,2,1,0,0,0,1,0,1,1,0,0,1,0,2,0.0,745.87,0,0,0,0.0,,,,,,,43.0,106311.32027570091,2472.3562854814168,139,8.0,1.0,1.0,1566.0,1.0,0.0,0.0,0.0,0.0,4348.29,745.87,3602.42,3.0,2.0,1.0,43.0,0.0,1295.5706976744186,0.5348837209302325,2361.2966666666666,2281.165
C00056,1816,31,171438.73,661,0.04,0.5,0.8,585.93,249.92,261.65,3,3,1,0,1,0,1,0,1,1,0,1,1,1,3,500000.0,3555.73,1,0,0,0.0,,,,,,,96.0,304854.0165,3175.5626718750004,133,17.0,1.0,1.0,36.0,0.0,0.0,0.0,1.0,0.0,3672.79,3555.73,117.06,4.0,3.0,1.0,192.0,33.0,2807.775208333333,0.7864583333333334,2662.589166666666,42261.81416666667
C00057,2126,45,609627.9,734,0.01,0.4,0.7,0.0,128.05,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,128.05,0,0,0,0.0,,,,,,,30.0,20219.044,673.9681333333334,134,6.0,1.0,1.0,1494.0,0.0,0.0,0.0,0.0,1.0,31129.34,128.05,31001.289999999997,6.0,1.0,5.0,256.0,12.0,1110.018984375,0.7578125,12481.991666666669,11198.413333333332
C00058,1195,22,147915.32,549,0.1,0.6,0.9,0.0,117.47,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,117.47,0,0,0,0.0,,,,,,,29.0,21401.1675,737.9712931034483,147,9.0,1.0,1.0,796.0,0.0,0.0,0.0,1.0,0.0,117.47,117.47,0.0,1.0,1.0,0.0,49.0,6.0,740.1014285714286,0.7551020408163265,0.0,3022.0808333333334
C00059,35,57,103396.86,675,0.04,0.5,0.8,0.0,182.32,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,182.32,0,0,0,0.0,,,,,,,40.0,32395.426,809.8856499999999,132,7.0,1.0,1.0,1607.0,0.0,0.0,1.0,0.0,0.0,840.75,182.32,658.43,2.0,1.0,1.0,107.0,18.0,1292.0328971962615,0.794392523364486,3450.8716666666664,8069.755
